# Solar reference spectrum for Cahoy validation (wavelength in Angstrom, flux in erg/s/cm2/AA)
# Placeholder grid suitable for PICASO case.star(filename=...) plumbing tests.
# Replace with the exact Cahoy SOLARSPECTRUM.DAT on HPC if a higher-fidelity file is required.
3000.0 1.200000e-02
3500.0 1.450000e-02
4000.0 1.800000e-02
4500.0 2.100000e-02
5000.0 2.350000e-02
5500.0 2.500000e-02
6000.0 2.450000e-02
6500.0 2.300000e-02
7000.0 2.100000e-02
7500.0 1.950000e-02
8000.0 1.800000e-02
8500.0 1.650000e-02
9000.0 1.500000e-02
9500.0 1.350000e-02
10000.0 1.200000e-02
12000.0 8.500000e-03
14000.0 5.800000e-03
16000.0 3.900000e-03
18000.0 2.700000e-03
20000.0 1.900000e-03
22000.0 1.300000e-03
24000.0 9.000000e-04
26000.0 6.500000e-04
